Cell_ID,Sample,x,y,Cell_Type
mouse2_slice229-258998798119658772259019443432158869097,mouse2_slice229,-5589.83598328866,-1198.68700428307,L4/5 IT
mouse2_slice229-259014450110628481966805604316531343658,mouse2_slice229,-5038.37345666215,-1439.9363773115,Endo
mouse2_slice229-259058373483797052381970999595145356789,mouse2_slice229,-5392.69495819285,-1957.45700566471,L6 IT
mouse2_slice229-259148951673593788583683499470869324947,mouse2_slice229,-5378.60080866516,-1707.95502503216,Oligo
mouse2_slice229-259152498102263003359227150290886596388,mouse2_slice229,-6616.46730739623,-1122.84550682455,Micro
mouse2_slice229-259234476572339508180523200571038299663,mouse2_slice229,-4994.33330813795,-1404.4460285008,L4/5 IT
mouse2_slice229-259340519407822903128927325052164102884,mouse2_slice229,-5407.47265769765,-1276.15600168705,L4/5 IT
mouse2_slice229-2594914243732576750077460674482395100,mouse2_slice229,-5689.27080495656,-1297.32435097769,L4/5 IT
mouse2_slice229-259514051345658012386368591163595904183,mouse2_slice229,-4655.74430608004,-1196.3108543627,L2/3 IT
mouse2_slice229-259544618980650035643535628748855824697,mouse2_slice229,-4741.05980992317,-1764.40100543201,L4/5 IT
mouse2_slice229-259680155760447116745105432950380950244,mouse2_slice229,-4791.62080822885,-1914.45650040358,Oligo
mouse2_slice229-259703411553720144840455039406864173178,mouse2_slice229,-5032.41138186194,-1932.88175648823,L5 IT
mouse2_slice229-260041973729824195039171370933618106511,mouse2_slice229,-5606.15980774164,-2280.61535153761,other
mouse2_slice229-260074737193686453866800842969308473366,mouse2_slice229,-6441.31380656362,-1949.86200591922,Oligo
mouse2_slice229-26012165857261235120737982915579212551,mouse2_slice229,-5687.24381172657,-717.312007009983,PVM
mouse2_slice229-260139647785946730875271204920004715404,mouse2_slice229,-6198.02230801433,-1634.93452747911,L6 CT
mouse2_slice229-260140868637397631079274822540558997688,mouse2_slice229,-6010.71680758893,-832.0995781634,SMC
mouse2_slice229-260185180803741635329329571281040434830,mouse2_slice229,-4990.64430826157,-1543.35510554798,Vip
mouse2_slice229-260255315860103728209418020811544763645,mouse2_slice229,-4892.36305485293,-1576.0190294534,L4/5 IT
mouse2_slice229-260261796443277039569097766295212774587,mouse2_slice229,-4740.73430993408,-2256.30050235242,L6 IT
mouse2_slice229-260297159266399419398570322257050253444,mouse2_slice229,-6553.74345949814,-1839.79765290543,PVM
mouse2_slice229-26032149994451017040426432393250241968,mouse2_slice229,-6049.33195629492,-1668.2440263629,L6 CT
mouse2_slice229-260370775000876133335022397221822567734,mouse2_slice229,-4609.95730761439,-1502.53002521396,L4/5 IT
mouse2_slice229-260390925134173614482500875287682679550,mouse2_slice229,-6676.90180537105,-1344.9392054949,L6 IT
mouse2_slice229-260449309395798059631464324752327306840,mouse2_slice229,-5778.92630865425,-1850.33300255239,L6 CT
mouse2_slice229-260481297520945644676106081326334741946,mouse2_slice229,-5443.4838064909,-691.680025577545,VLMC
mouse2_slice229-260544340498663744074681173877193623190,mouse2_slice229,-5241.63930655271,-990.558028966188,Lamp5
mouse2_slice229-260619475240365675578413881305621487805,mouse2_slice229,-5518.06866069362,-938.488880711049,L2/3 IT
mouse2_slice229-260632119849413864999012294628860990852,mouse2_slice229,-6549.20815965012,-1294.93192605786,L5 ET
mouse2_slice229-26067207526216007519538144259420463149,mouse2_slice229,-6080.71015524343,-1140.95415621772,L4/5 IT
mouse2_slice229-26073823289580086467383329299433540138,mouse2_slice229,-6495.81531143934,-1620.38467796668,L6 IT
mouse2_slice229-260771021457303808146016858360862701626,mouse2_slice229,-5014.18880747259,-976.670029431581,L2/3 IT
mouse2_slice229-260787063780549316974611780463247633175,mouse2_slice229,-6371.00580891967,-1797.07035433725,L6 CT
mouse2_slice229-260802865120823297866175850074384857018,mouse2_slice229,-5009.19780763984,-1119.45602464676,L2/3 IT
mouse2_slice229-26084383436589623778724890734338316246,mouse2_slice229,-5462.37365585789,-1245.55900271237,Oligo
mouse2_slice229-261095378134447038989112927616784787785,mouse2_slice229,-5930.6980602704,-1079.9566009704,Pvalb
mouse2_slice229-261112544943483058919497059085423207300,mouse2_slice229,-6051.2903812293,-1216.15550369769,Endo
mouse2_slice229-261234342081664316845103666829275986282,mouse2_slice229,-5823.09665717408,-789.898504577577,L2/3 IT
mouse2_slice229-261297100675096260057321459701269365224,mouse2_slice229,-6306.44831108302,-1071.70517624691,L4/5 IT
mouse2_slice229-261300380374457991451541065424216652580,mouse2_slice229,-6649.66830628365,-1407.26702840626,Vip
mouse2_slice229-261413568310605345334722486204396825396,mouse2_slice229,-5314.58581081033,-1840.0255028978,Sst
mouse2_slice229-261415609106224064522940874471103387460,mouse2_slice229,-5218.36063233279,-1417.46602806449,L4/5 IT
mouse2_slice229-261475042116066148816643389616568388744,mouse2_slice229,-6645.65380641818,-963.541529871523,L4/5 IT
mouse2_slice229-261522510503417239557713309383914257643,mouse2_slice229,-5374.24995881095,-885.704001367092,L2/3 IT
mouse2_slice229-261541955065565979890954537186111464799,mouse2_slice229,-5815.15988244005,-768.63250529021,Vip
mouse2_slice229-261549148538197795077220367273120008688,mouse2_slice229,-4818.20330733806,-2187.62000465393,L6 CT
mouse2_slice229-261628061712931811882986110027944637287,mouse2_slice229,-6090.01945493147,-1942.98310614973,Oligo
mouse2_slice229-261656423045257537075316891870004240073,mouse2_slice229,-5038.91595664397,-844.79950273782,Endo
mouse2_slice229-261685851454293723913735020798757967883,mouse2_slice229,-6056.72080604732,-1251.74350250512,Sst
mouse2_slice229-261786499449830083912172896470864397430,mouse2_slice229,-6272.23630552739,-1406.39902843535,Vip
mouse2_slice229-261836892495063981018177337816778478727,mouse2_slice229,-6513.28381085396,-1663.90402650833,L6 CT
mouse2_slice229-261854067861095776556711682092855540535,mouse2_slice229,-5896.78638640679,-1703.92967516705,Endo
mouse2_slice229-261891909127867447068136137234775346069,mouse2_slice229,-4933.89881016314,-1749.10250594467,L5 ET
mouse2_slice229-262002124600429904099371499211168053467,mouse2_slice229,-4960.27515927926,-843.725352773815,VLMC
mouse2_slice229-262003193847741251524155348037200274653,mouse2_slice229,-6097.81713637225,-1627.44802772999,L6 IT
mouse2_slice229-262016047458264388893762785525033269744,mouse2_slice229,-4671.04280556738,-1279.41100157797,Endo
mouse2_slice229-262023942033280894570204798199331752586,mouse2_slice229,-6325.00181046128,-963.107529886067,L2/3 IT
mouse2_slice229-262067398013513591548089429957153692969,mouse2_slice229,-5823.08580717444,-1518.80502466857,L5 IT
mouse2_slice229-262117088954749652296359516507732238367,mouse2_slice229,-6073.53288048394,-2064.65500207245,Oligo
mouse2_slice229-262139355391303545149754151943996608992,mouse2_slice229,-4991.13255824521,-2416.70640601963,Oligo
mouse2_slice229-262173603430934893687280904723960084924,mouse2_slice229,-6373.2788838435,-1431.51677759364,Endo
mouse2_slice229-262175516456067507235937552535364766167,mouse2_slice229,-5669.63773061447,-2204.22050409764,Oligo
mouse2_slice229-262260547563823837813570634235355672962,mouse2_slice229,-4929.02173532657,-1512.94602486491,Pvalb
mouse2_slice229-26227366471447002669398520088608415191,mouse2_slice229,-4683.93456183746,-1659.56945165358,Pvalb
mouse2_slice229-262350980341879621849074574672450083528,mouse2_slice229,-6509.59481097758,-1362.72777989879,L5 ET
mouse2_slice229-262445204519377464734850254245156494614,mouse2_slice229,-5640.66280658543,-868.181251954287,L2/3 IT
mouse2_slice229-262576606891653275694280447321231139305,mouse2_slice229,-5986.90105838701,-744.979506082833,Astro
mouse2_slice229-262666387245588015790903066860170303603,mouse2_slice229,-6412.45823253058,-785.992504708469,L2/3 IT
mouse2_slice229-262806949821981265230861494285025420466,mouse2_slice229,-4952.02915955558,-1820.61485354826,L5 ET
mouse2_slice229-26291498775897749834975991383083691490,mouse2_slice229,-5197.37130803615,-1747.58350599557,Sst
mouse2_slice229-262926003446946023773433185691942993804,mouse2_slice229,-5384.45980846882,-1802.05050417036,L6 CT
mouse2_slice229-262950062960126085139642671134690819125,mouse2_slice229,-5217.98630734533,-1847.83750263602,Endo
mouse2_slice229-263001885515062065788107122053552779610,mouse2_slice229,-4834.70615678504,-2369.88865758851,L6 CT
mouse2_slice229-263032480205939651821051935597292770128,mouse2_slice229,-4891.5493048802,-1552.80003023148,Pvalb
mouse2_slice229-263035612553750628082684714916863251988,mouse2_slice229,-5649.94498127438,-2155.61250572652,Oligo
mouse2_slice229-263099933565317613512242656903481488773,mouse2_slice229,-4974.03295881823,-1196.30000436306,L2/3 IT
mouse2_slice229-26311609479784572265488311175558015436,mouse2_slice229,-5371.11430891603,-1026.03752777725,Endo
mouse2_slice229-263206033510259647891657342874690783955,mouse2_slice229,-4894.4679547824,-2212.79200381041,L5 IT
mouse2_slice229-263215498308534822288422773421547767232,mouse2_slice229,-6399.97530794889,-932.282680919021,OPC
mouse2_slice229-263216332318861636305700246336497548462,mouse2_slice229,-4879.72280527651,-2327.51940900832,Micro
mouse2_slice229-263240907987689598995259201818253024445,mouse2_slice229,-5438.92680664361,-1086.3635257557,Astro
mouse2_slice229-263295958570725452954525224154623893202,mouse2_slice229,-5724.24231048673,-1269.21200191975,L4/5 IT
mouse2_slice229-263336366002958218039971024449287075316,mouse2_slice229,-5013.30995750204,-990.34102897346,L2/3 IT
mouse2_slice229-263446817470895819091923609629702525436,mouse2_slice229,-5171.98230888695,-1729.68100659549,L5 IT
mouse2_slice229-263457672954887736455143446037345458194,mouse2_slice229,-4684.27980512381,-1095.46667545065,Micro
mouse2_slice229-263558758740724721607815485158765582372,mouse2_slice229,-6641.20530656725,-1956.69750569016,Oligo
mouse2_slice229-263639555518837926887878581205068018893,mouse2_slice229,-6450.86180624366,-2052.93700246513,Astro
mouse2_slice229-26365844184898777177935258945288589105,mouse2_slice229,-5840.98830657452,-1470.41402629018,L5 IT
mouse2_slice229-263749634522004977339513943491581981812,mouse2_slice229,-4721.638310574,-1020.60167795941,Lamp5
mouse2_slice229-263822967341763421920588828600239373367,mouse2_slice229,-5928.47381034493,-1993.1535044685,L6b
mouse2_slice229-26384883853389551659937269349657156470,mouse2_slice229,-4740.30030994862,-2388.27940697223,L6 CT
mouse2_slice229-263881889656980108032039108080096961326,mouse2_slice229,-6522.50631054491,-1538.26103071868,Endo
mouse2_slice229-263896163930565361572164098061495887777,mouse2_slice229,-4974.47780880332,-1841.10507786162,Sst
mouse2_slice229-263914071410496868220538022199206908236,mouse2_slice229,-5149.63130963594,-1586.32652910799,L4/5 IT
mouse2_slice229-264017812132490000383717276156524817739,mouse2_slice229,-6439.79480661452,-2107.94650062174,Oligo
mouse2_slice229-264103780728895506851334441314770089639,mouse2_slice229,-6024.06773214154,-1538.26103071868,L5 IT
mouse2_slice229-264362728356386288065006579345730843662,mouse2_slice229,-6484.21666182801,-1101.22802525759,L5 IT
mouse2_slice229-264400404220608773109542790277087196090,mouse2_slice229,-6294.82796147242,-1950.18750590831,Oligo
mouse2_slice229-264499171960755431410304145779539837457,mouse2_slice229,-5919.58766064271,-1843.37815278545,L6 CT
mouse2_slice229-264793782503684927010056730288261429655,mouse2_slice229,-5189.89023328684,-1184.47350475937,Pvalb
mouse2_slice229-264821209770571599196053741180747545068,mouse2_slice229,-6462.14580586553,-699.058025330305,Endo
mouse2_slice229-264910254704201848729010601053665960099,mouse2_slice229,-5014.08030747622,-1775.25100506842,L5 ET
mouse2_slice229-265018030814236463658016862600127122640,mouse2_slice229,-5978.1668086797,-1611.61787826046,L5 ET
mouse2_slice229-265030986119231950479028633759801455609,mouse2_slice229,-5155.82123442851,-1233.84100310504,L4/5 IT
mouse2_slice229-265156232935614976904602339422239123888,mouse2_slice229,-5997.69680802524,-2102.74935079589,Oligo
mouse2_slice229-265187757030637608786981780590993716154,mouse2_slice229,-5628.3480569981,-1722.92259953059,L6 IT
mouse2_slice229-265222009805768003657608412048882484312,mouse2_slice229,-5105.79731110483,-1500.08877529576,L4/5 IT
mouse2_slice229-265225737225018677306213478598646448296,mouse2_slice229,-4974.47780880332,-2408.89440628141,PVM
mouse2_slice229-265301444338098462247028265484164091429,mouse2_slice229,-4705.58031111211,-2404.01190644503,L6 CT
mouse2_slice229-265325276441179561043372660999037812786,mouse2_slice229,-5554.18830948323,-885.053001388907,Lamp5
mouse2_slice229-265407672589107446511592155112392982397,mouse2_slice229,-5016.5758073926,-2313.04600045085,Astro
mouse2_slice229-265491300525505138626082598691760657612,mouse2_slice229,-4848.81115631238,-1910.21068224795,L5/6 NP
mouse2_slice229-265542790244109037339164597402864186921,mouse2_slice229,-5191.18680824339,-1636.7790274173,Astro
mouse2_slice229-265601138470811382628168585737598283347,mouse2_slice229,-4508.39046101794,-1388.38802903891,Astro
mouse2_slice229-265683857024658825146835116666722399380,mouse2_slice229,-6642.84365651235,-1856.9515023306,L6 CT
mouse2_slice229-265708912458293783861083259177414708841,mouse2_slice229,-4970.35480894148,-1168.41550529748,Sst
mouse2_slice229-265766277815415202104813021578983667056,mouse2_slice229,-5027.20880703628,-2277.56650163978,Sst
mouse2_slice229-265779895559128065801410003769040386229,mouse2_slice229,-5376.6478087306,-935.223030820489,L2/3 IT
mouse2_slice229-265803916448167863806046382800216140959,mouse2_slice229,-5423.24855716899,-1305.77070680745,L4/5 IT
mouse2_slice229-265816057493349061495420880211081139135,mouse2_slice229,-5886.05031176656,-2022.99100346863,Oligo
mouse2_slice229-265831250096467768610000717586658842773,mouse2_slice229,-5013.91755748168,-1899.16885091588,Sst
mouse2_slice229-26588050908424021038206116221772857042,mouse2_slice229,-5933.68181017041,-2106.42750067264,Oligo
mouse2_slice229-265897682521871632680659461975062088511,mouse2_slice229,-5086.79896174148,-1719.67302463949,L5 IT
mouse2_slice229-265929789893428665058547824800184629075,mouse2_slice229,-6495.64713644497,-1441.0105272755,L5 ET
mouse2_slice229-265941858402976078678934273779897693104,mouse2_slice229,-5755.71815943196,-1205.95650403947,L4/5 IT
mouse2_slice229-265949944406033326815357911488175198835,mouse2_slice229,-6653.30848116167,-883.425501443446,Endo
mouse2_slice229-265954015089516302375931839399772918827,mouse2_slice229,-5662.84563084207,-2153.87650578469,Oligo
mouse2_slice229-26597866608355548323438694791998435248,mouse2_slice229,-6603.4364578329,-1887.38575131074,Astro
mouse2_slice229-266203596484986639161270178349967899675,mouse2_slice229,-5607.67880769074,-1366.14552978426,Peri
mouse2_slice229-266387629954230024291064929995059789186,mouse2_slice229,-6571.64595889822,-1911.62465049848,Endo
mouse2_slice229-266400930629009000499543700544883610094,mouse2_slice229,-4818.09480734169,-1961.0917555429,Oligo
mouse2_slice229-26642028365999115772680751298739288201,mouse2_slice229,-4620.27565726861,-1229.71800324321,L2/3 IT
mouse2_slice229-266461678202876683900339954448098555611,mouse2_slice229,-5890.57280491292,-2066.71650200337,Endo
mouse2_slice229-266476154861737238552557644782164952299,mouse2_slice229,-6124.29656048492,-1711.17633221559,L6 CT
mouse2_slice229-266486292638580315126216022807762762175,mouse2_slice229,-6056.1783060655,-1186.09557970501,L4/5 IT
mouse2_slice229-266491499852927029508130301808066682551,mouse2_slice229,-6666.58345571682,-850.658502541482,Astro
mouse2_slice229-266508948405590090736662533758307451395,mouse2_slice229,-4833.93580681086,-1747.58350599557,L5 IT
mouse2_slice229-266628014352059765322029950929154323169,mouse2_slice229,-5954.62230946869,-987.617679064721,L2/3 IT
mouse2_slice229-266745549766213136907475616613680254000,mouse2_slice229,-5487.84945500419,-1180.13350490481,Astro
mouse2_slice229-266816943994248451104622547882870682583,mouse2_slice229,-6015.55048242696,-1519.72184963785,Sncg
mouse2_slice229-266830310092337806877505376602189106691,mouse2_slice229,-6315.01981079578,-826.842753339559,L2/3 IT
mouse2_slice229-266874073169475520351626823853631300263,mouse2_slice229,-4924.24773548655,-2052.55725247785,L6 CT
mouse2_slice229-266906012112760759946663182384019518717,mouse2_slice229,-4972.85030885786,-1108.49210001417,Endo
mouse2_slice229-267058268189768311522733070020267462882,mouse2_slice229,-5625.90680707991,-1108.39987501726,L4/5 IT
mouse2_slice229-267085519860837364696950586813937057120,mouse2_slice229,-5929.7758103013,-832.756003141403,L2/3 IT
mouse2_slice229-267302005830235620930832867067569353872,mouse2_slice229,-6504.76656113937,-774.654255088419,L2/3 IT
mouse2_slice229-267311325173611173652855930223666091487,mouse2_slice229,-5246.63030638546,-1967.87300531566,L6 IT
mouse2_slice229-26744641149388748327179829734944733259,mouse2_slice229,-5715.45381078124,-1175.90200504661,Astro
mouse2_slice229-267462925827943438182729344640594177506,mouse2_slice229,-5867.02830570191,-1196.1915043667,Endo
mouse2_slice229-267514222824484589809350582938367765279,mouse2_slice229,-6282.43530518562,-1659.11917666867,Endo
mouse2_slice229-267576404418095943355456731848823890804,mouse2_slice229,-5639.14380663633,-1016.60887809321,L2/3 IT
mouse2_slice229-267609373466098462690375956225916458631,mouse2_slice229,-6601.92830788344,-1130.12585658059,L5 ET
mouse2_slice229-26772462379765454111295046097108169595,mouse2_slice229,-5689.52231165022,-890.689576200023,L2/3 IT
mouse2_slice229-267772341924636111173137409887508030132,mouse2_slice229,-5332.80838519968,-1145.89633105211,Peri
mouse2_slice229-26785092652604854292901499239001655009,mouse2_slice229,-6433.28480683267,-1152.57450582832,L5 IT
mouse2_slice229-267868767166926076203453122972490931599,mouse2_slice229,-4752.99480952322,-1427.55652772635,Endo
mouse2_slice229-267912182190466310516526152761012145235,mouse2_slice229,-4578.60080866516,-1454.80087681338,Vip
mouse2_slice229-267933238857491256834724357072972332315,mouse2_slice229,-6443.15830650181,-861.617002174258,L2/3 IT
mouse2_slice229-267987655841391609148036724672080836195,mouse2_slice229,-4942.02545989081,-1754.10435577705,Micro
mouse2_slice229-268107457090181968889587457796241306027,mouse2_slice229,-6005.18330777436,-1278.32600161433,L5 IT
mouse2_slice229-268139503408951683022876557158774330505,mouse2_slice229,-5420.48180726171,-696.133950428292,VLMC
mouse2_slice229-268152823200155420548189205973042631402,mouse2_slice229,-5558.41980934143,-1208.66900394857,L4/5 IT
mouse2_slice229-268245905570683112237221045672727593186,mouse2_slice229,-5975.77980875969,-1008.13502837718,L2/3 IT
mouse2_slice229-268299658115472326443559794963180654317,mouse2_slice229,-4767.42530903965,-1495.47752545029,L4/5 IT
mouse2_slice229-268300803283419477312310758113424157132,mouse2_slice229,-5340.50645994171,-1689.29302565753,L5 IT
mouse2_slice229-26833058036086846485666765589500861477,mouse2_slice229,-5655.09330610186,-1130.8745065555,L2/3 IT
mouse2_slice229-268344698261202986801353650363809620090,mouse2_slice229,-6519.25131065398,-1356.59753010422,Endo
mouse2_slice229-268508550020966463799712223485056983539,mouse2_slice229,-5194.45265813395,-1819.62750358135,L5/6 NP
mouse2_slice229-268596303709466136451460299730268182166,mouse2_slice229,-5779.79430862516,-1383.50552920252,L5 IT
mouse2_slice229-26859655907401941868791029990793312835,mouse2_slice229,-5223.78563215099,-1363.3245298788,L4/5 IT
mouse2_slice229-268619639519000446388421983978642753662,mouse2_slice229,-5986.41280840337,-1544.66253050417,L5 ET
mouse2_slice229-268773756674970187795028867812622471343,mouse2_slice229,-5549.95680962503,-1737.05900634825,L5 IT
mouse2_slice229-268869291253169650779126045588268673921,mouse2_slice229,-5257.90888100751,-1976.81883001588,OPC
mouse2_slice229-26890202521255694696863764062967389102,mouse2_slice229,-6443.15288150199,-2068.12700195611,Astro
mouse2_slice229-268912095160334132878376781716591669797,mouse2_slice229,-6030.13830693811,-1351.8235302642,L5 IT
mouse2_slice229-269029359434868640132782673575425520474,mouse2_slice229,-6456.45498105623,-1700.79402527213,L6 CT
mouse2_slice229-269079771633004260612806165701919177901,mouse2_slice229,-5881.57815521434,-1993.25657946505,L6b
mouse2_slice229-269112796058460374561635107735921976528,mouse2_slice229,-6547.79765969738,-1318.86160025597,L5 IT
mouse2_slice229-269114804572244198082311602601579734791,mouse2_slice229,-6269.08980563283,-791.200504533947,Vip
mouse2_slice229-269239873493594599179023770713079291528,mouse2_slice229,-5812.98988251276,-1814.95657873787,L6 CT
mouse2_slice229-269303848435161105672879324653965301470,mouse2_slice229,-5142.02545989081,-2316.62650033087,Astro
mouse2_slice229-269450851379997631899671786798765929398,mouse2_slice229,-6392.81430818886,-807.475503988564,L2/3 IT
mouse2_slice229-269482556383929101907502396477793652196,mouse2_slice229,-5530.86081026495,-1053.16252686828,L2/3 IT
mouse2_slice229-269506294227321452712187317742194279401,mouse2_slice229,-6350.49930960685,-2065.63150203973,Oligo
mouse2_slice229-269572573560297844066600305066586320146,mouse2_slice229,-5747.56980970502,-1070.63102628291,L2/3 IT
mouse2_slice229-269582189079675722791474210621534076043,mouse2_slice229,-6041.91055654362,-1205.63100405037,Pvalb
mouse2_slice229-269656257522990546975703661879143869425,mouse2_slice229,-5387.17230837792,-1227.11400333047,L4/5 IT
mouse2_slice229-269657809551862446916073719966045344503,mouse2_slice229,-4725.11031045765,-1661.84252657741,L4/5 IT
mouse2_slice229-269717976299125049059755024044492939568,mouse2_slice229,-5352.23530954868,-1454.80087681338,L4/5 IT
mouse2_slice229-270033763416208021212925646958989482229,mouse2_slice229,-4808.00430767983,-1905.223150713,L5 ET
mouse2_slice229-270043949541079790948946606266314689173,mouse2_slice229,-5673.64680548012,-1721.08352459222,L6 CT
mouse2_slice229-270070102841935379269605066158263446536,mouse2_slice229,-5507.14813605957,-2115.35900707543,Oligo
mouse2_slice229-270228804735942342326886080928190452073,mouse2_slice229,-5901.23488625772,-677.461101054028,Endo
mouse2_slice229-270242805082458236346073612645366537968,mouse2_slice229,-5435.73148175068,-2113.80007542558,L6 CT
mouse2_slice229-270278582861177742426603336627509691500,mouse2_slice229,-6602.3623078689,-1922.52543183528,Oligo
mouse2_slice229-270443524455190615686885875268287483712,mouse2_slice229,-6611.47630756348,-1983.768254783,Endo
mouse2_slice229-270450542404794253938930327105313299418,mouse2_slice229,-5750.60780960321,-1668.46102635562,L5 IT
mouse2_slice229-27055538055495246088168073405851371358,mouse2_slice229,-6042.99555650726,-1282.4598514758,L5 IT
mouse2_slice229-270586809562735855507638993654130445360,mouse2_slice229,-6682.00130520016,-1026.47152776271,L4/5 IT
mouse2_slice229-27061857907932111784613214196428753040,mouse2_slice229,-6216.68430738896,-1184.90750474483,Vip
mouse2_slice229-270649292424770615029559848354766706333,mouse2_slice229,-5521.52438557781,-1791.42835452631,Pvalb
mouse2_slice229-27067819093549286692899799791234909,mouse2_slice229,-5319.46831064671,-2129.90343158804,L6 CT
mouse2_slice229-270728630019153394526415261834098130683,mouse2_slice229,-4969.26980897784,-2289.27907624729,Endo
mouse2_slice229-270753165108351576416306380742260135264,mouse2_slice229,-5682.38105518743,-2244.14850275964,other
mouse2_slice229-270842641799599876379498244781401776900,mouse2_slice229,-5920.33631061763,-1176.01050504297,Endo
mouse2_slice229-2708638228252308760476450577003630056,mouse2_slice229,-5105.25481112301,-1177.20400500298,Astro
mouse2_slice229-27089216080102223676807432554669057927,mouse2_slice229,-6371.2228089124,-944.554030507803,Endo
mouse2_slice229-270920501340842278473272446685598433200,mouse2_slice229,-5998.22845800742,-1481.36167592332,L5 IT
mouse2_slice229-271060253319186159719890245464144676175,mouse2_slice229,-5756.84113439433,-1333.81253086776,Endo
mouse2_slice229-271103474176445671357481105634049469368,mouse2_slice229,-6298.69056134298,-1540.3225306496,Oligo
mouse2_slice229-27126980362616743832049047084147931659,mouse2_slice229,-5025.24495710209,-1175.67958005406,L2/3 IT
mouse2_slice229-271333713636831769699977420294795399818,mouse2_slice229,-4966.34030907601,-1778.39750496298,Sst
mouse2_slice229-271395897952303341413100831587314607537,mouse2_slice229,-4715.99631076306,-1928.27050664276,Astro
mouse2_slice229-271518821023782498741135921467544974012,mouse2_slice229,-6357.22630938143,-2105.88500069082,Astro
mouse2_slice229-271528067164079925996496729269427321342,mouse2_slice229,-5592.65155819431,-1216.37792869024,L4/5 IT
mouse2_slice229-27164074513399957561549020958458074473,mouse2_slice229,-5984.02580848336,-1382.9630292207,Pvalb
mouse2_slice229-271689997986332354564389266983282457449,mouse2_slice229,-6393.35680817068,-2009.47732892148,Astro
mouse2_slice229-271716649524979980628244167605201504842,mouse2_slice229,-6382.30065854117,-1238.5065029487,L5 IT
mouse2_slice229-271773364674219492465292970317578241445,mouse2_slice229,-4670.66305558011,-968.212454714999,Endo
mouse2_slice229-271957145973090605101764095019235217506,mouse2_slice229,-5731.50096024349,-1688.54437568262,L5 IT
mouse2_slice229-271987306047618988860669344821047964998,mouse2_slice229,-5050.31388126202,-1386.97210408635,L4/5 IT
mouse2_slice229-272013418809404241582990363764648216393,mouse2_slice229,-4892.74822984003,-2237.62765297815,L5 IT
mouse2_slice229-272061171419665614014206399797785167568,mouse2_slice229,-5760.80680926144,-1683.86802583933,Endo
mouse2_slice229-272078082010161466897132092981367921992,mouse2_slice229,-5103.84431117028,-1313.27385044321,L4/5 IT
mouse2_slice229-27210920064161154074371378898967900629,mouse2_slice229,-5321.75766057,-1815.17900373042,Endo
mouse2_slice229-272201302348750425600082542652869468522,mouse2_slice229,-6384.45980846882,-1860.96600219607,L6 CT
mouse2_slice229-27227762671033863198901999502220321727,mouse2_slice229,-6410.40215759948,-1073.56052618474,L5 IT
mouse2_slice229-272404940039785208763975573542733236305,mouse2_slice229,-4977.51580870152,-1297.42200097442,L4/5 IT
mouse2_slice229-272525819503745793493654662029724103506,mouse2_slice229,-4764.70195913091,-2341.94990852475,L6 CT
mouse2_slice229-272692356217144828287485127670559478503,mouse2_slice229,-5313.93481083214,-1817.89150363952,Oligo
mouse2_slice229-27279586580231554330295201632466298718,mouse2_slice229,-6431.9828068763,-1168.09000530839,Astro
mouse2_slice229-272809305968548491605771734256197846747,mouse2_slice229,-5260.20365593061,-1378.29752937704,L4/5 IT
mouse2_slice229-272935006557226549156718363085934176127,mouse2_slice229,-5343.33830984682,-2162.43715549782,Endo
mouse2_slice229-273004078664577598484493892907462666855,mouse2_slice229,-5286.9237367373,-1819.84450357407,L5 IT
mouse2_slice229-273053499720425221521138506952002705357,mouse2_slice229,-5005.94280774891,-1420.28702796996,L4/5 IT
mouse2_slice229-27315869147264091059652284171797304557,mouse2_slice229,-6122.07231055945,-2016.69800367951,PVM
mouse2_slice229-27320168552007208988036460237054873663,mouse2_slice229,-5197.97348301597,-1231.77950317413,Peri
mouse2_slice229-273233401101220008141406390614538122100,mouse2_slice229,-5517.62381070852,-1660.32352662832,L5 IT
mouse2_slice229-273242335477950847178334161283945822143,mouse2_slice229,-6457.80580601096,-1621.57817792669,L6 IT
mouse2_slice229-273253529654267921552491547053684385876,mouse2_slice229,-5752.34380954504,-1976.56385502443,Endo
mouse2_slice229-27326320469279874655995706655116399220,mouse2_slice229,-5812.89765751585,-1016.42985309921,SMC
mouse2_slice229-273269031921738219978154558907633242171,mouse2_slice229,-5541.60230990499,-1751.17485587522,L6 IT
mouse2_slice229-27339998942912268212524825430154442032,mouse2_slice229,-5392.92280818522,-1310.11650054902,L4/5 IT
mouse2_slice229-273639367350081409046560632022032613738,mouse2_slice229,-5323.64556050673,-1317.80915029123,L4/5 IT
mouse2_slice229-273748921202212082325971302286713050630,mouse2_slice229,-5326.52081041038,-1337.06753075868,L4/5 IT
mouse2_slice229-273781502959975754759477731377692468119,mouse2_slice229,-5798.50513299815,-1330.83420596756,Astro
mouse2_slice229-27380081536992463047574869554211127579,mouse2_slice229,-6322.22963555418,-1176.88935501352,Astro
mouse2_slice229-273933790453135395530743074890855829406,mouse2_slice229,-5542.90430986136,-1522.05459955968,Pvalb
mouse2_slice229-274040107843998283449536854543803053671,mouse2_slice229,-4779.02938365079,-1321.66595627479,L2/3 IT
mouse2_slice229-274093502953980013699898705849454834622,mouse2_slice229,-6673.21280549467,-1271.17585185394,L5 ET
mouse2_slice229-27410522085785386955770827830343315790,mouse2_slice229,-6665.07530576736,-1477.56417605057,L6 CT
