Cell_ID,Sample,x,y,Cell_Type
mouse2_slice229-308012081273373785829762054604563741587,mouse2_slice229,-6638.05880667269,-752.514830830321,L2/3 IT
mouse2_slice229-308153048996578910775623147535404623721,mouse2_slice229,-5561.78330922872,-1861.0636521928,Endo
mouse2_slice229-308200295494013592778703813167237470329,mouse2_slice229,-5431.06055690721,-2247.94600263238,Oligo
mouse2_slice229-308236199309426221648360079958916370891,mouse2_slice229,-5525.00181046128,-2112.53800716996,Astro
mouse2_slice229-30825702979712470852675365240298985987,mouse2_slice229,-5717.89506069943,-1967.49868032821,Oligo
mouse2_slice229-308310070864999013484794896663120407849,mouse2_slice229,-5525.64196043983,-1286.02950135618,L4/5 IT
mouse2_slice229-308315500585292109954260884840293558786,mouse2_slice229,-5566.87738405801,-2006.28200402856,PVM
mouse2_slice229-308347996792774571875750475377851956210,mouse2_slice229,-5977.46155870333,-1516.20644975565,Lamp5
mouse2_slice229-308349127985076224653727675233556496308,mouse2_slice229,-5263.1223058328,-756.697505690157,SMC
mouse2_slice229-308415873688439082057862848136378278353,mouse2_slice229,-4957.97495935634,-2394.13840677589,L6b
mouse2_slice229-30844414434692378072176805714504261726,mouse2_slice229,-5803.23030783981,-2097.74750096351,Oligo
mouse2_slice229-308449805769305190988261362160862435099,mouse2_slice229,-5306.33981108665,-2189.13900460303,Oligo
mouse2_slice229-308563863805736709333444818353131434150,mouse2_slice229,-5430.08948193975,-1863.2987521179,L6 CT
mouse2_slice229-308643446185456451495233061508841216433,mouse2_slice229,-5302.70506120846,-1707.08702506125,Sst
mouse2_slice229-308697230871148822232213413565357910682,mouse2_slice229,-5046.30480639637,-808.886003941298,VLMC
mouse2_slice229-30870495331317159571787285889210681676,mouse2_slice229,-6093.61080481112,-1317.71150029451,Oligo
mouse2_slice229-308948510091170042649292533026557270808,mouse2_slice229,-4869.04098063447,-891.020501188934,PVM
mouse2_slice229-309044558265619847189892043037124412963,mouse2_slice229,-4994.98430811614,-1034.71752748638,L2/3 IT
mouse2_slice229-309055085372424420611477334179040653168,mouse2_slice229,-5301.99981123209,-2294.70950106531,Peri
mouse2_slice229-309066602486663313031217970714315744174,mouse2_slice229,-6610.86870758384,-1420.88377794996,L6 IT
mouse2_slice229-309092695195025311731715131875761657863,mouse2_slice229,-6352.34380954504,-1415.07902814448,L6 IT
mouse2_slice229-309110337960650464142749097472555607392,mouse2_slice229,-4944.08695982173,-2005.07765406892,L6 CT
mouse2_slice229-309119263028576400559045544739487744140,mouse2_slice229,-6435.61213175468,-1623.75902785361,L6 CT
mouse2_slice229-309174672774046035463897303868461961018,mouse2_slice229,-6639.03530663997,-1767.98150531203,Astro
mouse2_slice229-309206981900265129677556189440964945229,mouse2_slice229,-4947.51555970684,-2063.03835212663,Micro
mouse2_slice229-309210014003109382732566101002500565908,mouse2_slice229,-5952.12680955231,-907.946500621736,L2/3 IT
mouse2_slice229-309276582496345753673057237373896361742,mouse2_slice229,-5237.39695669487,-1591.4260289371,Oligo
mouse2_slice229-309343910029543244928977003013850370642,mouse2_slice229,-5389.01680831611,-1004.13137851134,L2/3 IT
mouse2_slice229-309476462665464706417411797760257780661,mouse2_slice229,-6389.01680831611,-1663.6870265156,L6 CT
mouse2_slice229-30947747520209404364199483909001461747,mouse2_slice229,-4600.62630792707,-1115.33302478492,L2/3 IT
mouse2_slice229-309697448641374869016979919356716521938,mouse2_slice229,-6358.62595933452,-1077.57502605021,L4/5 IT
mouse2_slice229-309697595934650545566726081993647287626,mouse2_slice229,-4725.32731045038,-2270.95885186121,Pvalb
mouse2_slice229-309727265278084781100351822843811700734,mouse2_slice229,-6002.03680787981,-1374.06602951884,L5 IT
mouse2_slice229-30976449570378018701936943572882798285,mouse2_slice229,-5437.45663169287,-1216.4267536886,Peri
mouse2_slice229-309832286956242719329129086103248220904,mouse2_slice229,-4896.90031140298,-1414.1622031752,Endo
mouse2_slice229-309836529081118180794999200158594646535,mouse2_slice229,-6118.66541067362,-2098.1326759506,Oligo
mouse2_slice229-309914296150490632432194424930210241287,mouse2_slice229,-6207.68423269056,-2036.4504280176,Oligo
mouse2_slice229-309933827039407561152831570383888855807,mouse2_slice229,-5105.9058111012,-1480.17902596295,L4/5 IT
mouse2_slice229-309955312103597030906295605299853667570,mouse2_slice229,-6147.13580971956,-632.113527573645,Endo
mouse2_slice229-310199121975828651399682957878498016379,mouse2_slice229,-6498.09381136298,-1207.3670039922,L5 IT
mouse2_slice229-31023269477194368805080484377779965626,mouse2_slice229,-5028.18530700356,-2264.76350206882,L6 CT
mouse2_slice229-310244171779759582798775898617845110569,mouse2_slice229,-6492.8858115375,-1856.83757733442,Oligo
mouse2_slice229-310280919595126268554419158867610017522,mouse2_slice229,-5840.39698159434,-1733.91250645369,L5 IT
mouse2_slice229-310290846854271850094286268235969317264,mouse2_slice229,-5100.60016127899,-1613.88552818447,L4/5 IT
mouse2_slice229-310324392982362757576916170921874558473,mouse2_slice229,-5813.91755748168,-2029.07785326466,L6b
mouse2_slice229-310451975151245169457020901926744154079,mouse2_slice229,-5830.45295692757,-907.729500629008,L2/3 IT
mouse2_slice229-310475512958329229523539775266065664112,mouse2_slice229,-5196.28630807251,-1079.84267597422,L2/3 IT
mouse2_slice229-310493482128906338725723237374916841574,mouse2_slice229,-5461.82030587643,-686.363525755703,VLMC
mouse2_slice229-310628397542659221970680463388530016802,mouse2_slice229,-4682.03581190109,-1549.97903032601,L4/5 IT
mouse2_slice229-310643146859671586804651555084409194893,mouse2_slice229,-5050.75330624729,-1748.34300597012,L5 ET
mouse2_slice229-310755210931909550973795300205420709212,mouse2_slice229,-6681.45880521834,-1443.94002717733,L6 CT
mouse2_slice229-310844493077868045789840439915008738723,mouse2_slice229,-5744.20630981773,-1038.1786773704,Micro
mouse2_slice229-310887256691938821711545999720291750793,mouse2_slice229,-4634.48915679231,-977.538029402494,Astro
mouse2_slice229-310947478865884916340691762700850328892,mouse2_slice229,-5745.07430978864,-1708.60602501035,L6 CT
mouse2_slice229-311055924957464738837459127258244851653,mouse2_slice229,-6083.2293118611,-610.522028297186,OPC
mouse2_slice229-311070717917896001145598994896774096121,mouse2_slice229,-4990.96980825067,-1868.77800193429,Astro
mouse2_slice229-311126461421745418764713882949598135876,mouse2_slice229,-5642.39880652726,-1721.10950688273,L5 IT
mouse2_slice229-311217608542725799558340431959355751340,mouse2_slice229,-4988.68045832738,-2275.93900169432,Oligo
mouse2_slice229-311357079112389991361567949498033856937,mouse2_slice229,-5013.97180747986,-1359.31003001332,Endo
mouse2_slice229-311361366514917605286178140989493036447,mouse2_slice229,-5102.53146121427,-947.038680424541,L2/3 IT
mouse2_slice229-311487627422515050230636115681487103960,mouse2_slice229,-6385.12165844664,-1959.62700559199,Oligo
mouse2_slice229-311525255291290863182025218949268837812,mouse2_slice229,-6419.55955729261,-826.685428344831,Pvalb
mouse2_slice229-31158491813611016099651547523443139114,mouse2_slice229,-6037.19080670178,-1501.98752523214,Pvalb
mouse2_slice229-311605017840038654721970663523259156394,mouse2_slice229,-5230.89780691266,-977.809279393405,L2/3 IT
mouse2_slice229-311625569774519499574372460245506912612,mouse2_slice229,-5574.15230881423,-1001.41345360242,Endo
mouse2_slice229-31166735147488243718056195044746897135,mouse2_slice229,-4889.06465496346,-2281.59185150489,Pvalb
mouse2_slice229-311775592282411643519857769397503558219,mouse2_slice229,-5950.49930960685,-1954.52750576288,Micro
mouse2_slice229-311805099854185688744878592916963748553,mouse2_slice229,-5424.919457113,-1508.65138171092,Oligo
mouse2_slice229-31185809288085296425316353327375451101,mouse2_slice229,-5011.37865756676,-1751.80415585414,Peri
mouse2_slice229-311888225015756851676326580713910023488,mouse2_slice229,-6620.42755726352,-1949.22185594067,Oligo
mouse2_slice229-311943415858849869903515156422516422040,mouse2_slice229,-5326.41231041402,-982.312029242516,L2/3 IT
mouse2_slice229-311947898403876616948623398993546741440,mouse2_slice229,-5276.03380540013,-1547.90668039545,L5 IT
mouse2_slice229-312002023070211310231479015813166862378,mouse2_slice229,-5069.41530562192,-884.944501392543,Endo
mouse2_slice229-312010766069844384381493258791781993210,mouse2_slice229,-5312.74131087214,-1374.16367951557,Pvalb
mouse2_slice229-312086847651735867581047035122387441550,mouse2_slice229,-5070.06630560011,-1231.55707818158,L2/3 IT
mouse2_slice229-312107596111482806818108856024600074894,mouse2_slice229,-5427.80013201646,-2154.96150574833,L6b
mouse2_slice229-312149337902769963375188435760304606751,mouse2_slice229,-5526.72696040347,-1817.3490036577,Astro
mouse2_slice229-312195026366164165824033297933359670767,mouse2_slice229,-5003.881307818,-1227.65650331229,L4/5 IT
mouse2_slice229-312234248800771122868801739238438035209,mouse2_slice229,-5382.18130854517,-780.030429908261,Astro
mouse2_slice229-312272679688645580251152860800649886187,mouse2_slice229,-5291.14981159568,-2084.30435141399,Astro
mouse2_slice229-312395134478422842434857932573827873892,mouse2_slice229,-6143.76145983264,-746.444256033748,SMC
mouse2_slice229-312460743615134278178562403911421730358,mouse2_slice229,-5925.05606045946,-794.292754430324,L2/3 IT
mouse2_slice229-312502779323052589359333583415415334677,mouse2_slice229,-6390.96980825067,-1426.58545275889,Pvalb
mouse2_slice229-312542870381041311054083019589161307094,mouse2_slice229,-5025.67895708755,-1697.43052538484,Endo
mouse2_slice229-312554452396649019354452979350008832604,mouse2_slice229,-5138.02181002498,-1656.08117677048,L5 ET
mouse2_slice229-312573952899695455329233730914160553436,mouse2_slice229,-4519.03431066126,-1268.23550195247,L2/3 IT
mouse2_slice229-312693143346722079943420149466429934559,mouse2_slice229,-6327.81196036711,-1399.01017868295,L5 ET
mouse2_slice229-312729047260431299562613478184442656154,mouse2_slice229,-6237.62480668724,-1079.52802598476,L4/5 IT
mouse2_slice229-312784127455061789863766595543239237848,mouse2_slice229,-5212.33345753476,-924.590031176805,L2/3 IT
mouse2_slice229-312834258125617530163031783558469271193,mouse2_slice229,-6670.28330559283,-2043.49750278145,Oligo
mouse2_slice229-31291990392024465274845632202397052900,mouse2_slice229,-6297.98531136662,-877.132501654327,Astro
mouse2_slice229-313079491088882825033118514997559447032,mouse2_slice229,-5085.63605507836,-2115.57600706816,Endo
mouse2_slice229-313126687607901259780177966961765346528,mouse2_slice229,-6124.78481046855,-618.605278026313,Astro
mouse2_slice229-313157730607782142698750441647704063980,mouse2_slice229,-6320.66181060672,-1627.55652772635,L5/6 NP
mouse2_slice229-31318700504085515877480984455756584031,mouse2_slice229,-5335.09231012315,-1340.05128065869,Micro
mouse2_slice229-313255670627859445869941816518557069687,mouse2_slice229,-5346.59330973774,-2123.6050067991,L6 CT
mouse2_slice229-31328540063772368646215240866626719570,mouse2_slice229,-5987.38930837065,-1252.28600248694,L4/5 IT
mouse2_slice229-313485721045759991898785723736994097335,mouse2_slice229,-4803.44188283272,-1073.99452617019,L2/3 IT
mouse2_slice229-313522496756525377810540056757702268942,mouse2_slice229,-4852.58695618585,-2039.05985293016,L6 IT
mouse2_slice229-313528236948883493298103416292503888015,mouse2_slice229,-6259.10780596733,-1061.62552658468,L4/5 IT
mouse2_slice229-313536541675267039371578149020207634882,mouse2_slice229,-6617.87780734897,-942.335205582157,Peri
mouse2_slice229-313625969610280734400210790494251548078,mouse2_slice229,-5836.55065672323,-1249.30225258693,L4/5 IT
mouse2_slice229-313631155101231467507487334114365038500,mouse2_slice229,-6267.6793056801,-638.623527355492,Astro
mouse2_slice229-313659609584842208811935290411527833992,mouse2_slice229,-5087.914555002,-2354.04765811935,Oligo
mouse2_slice229-313722772258337115296880398413845336766,mouse2_slice229,-6091.92016156986,-1895.13265105113,Astro
mouse2_slice229-313752771234145327513616152069645063806,mouse2_slice229,-6220.48180726171,-1378.94852935523,PVM
mouse2_slice229-313848608787117349989650930808920206336,mouse2_slice229,-5663.55088081844,-1710.95933222286,Sst
mouse2_slice229-313858841186126180446200781779098575131,mouse2_slice229,-5449.45130629092,-1049.14802700281,Endo
mouse2_slice229-313896055871851183905308139293127604728,mouse2_slice229,-5028.61930698901,-2008.56050395221,L6 CT
mouse2_slice229-313953289322745193037437618533984020696,mouse2_slice229,-5621.78923221789,-948.400355378911,L2/3 IT
mouse2_slice229-313953510224362321077475534434388664804,mouse2_slice229,-5877.37031205744,-1828.18815329447,Pvalb
mouse2_slice229-313953740101656542816294488997237416710,mouse2_slice229,-6093.70845480785,-1475.67627611384,Sst
mouse2_slice229-314014649104012734249210986587407553548,mouse2_slice229,-5548.76330966502,-1830.36900322139,L5 IT
mouse2_slice229-314255152433538258743060844967762368991,mouse2_slice229,-6194.11630814523,-1019.74452798814,L4/5 IT
mouse2_slice229-31426897215235191621480883827045362546,mouse2_slice229,-5241.09680657089,-1238.45225295052,Astro
mouse2_slice229-314353580550081927956908700799919942436,mouse2_slice229,-5970.8973089233,-1932.0680065155,L6 IT
mouse2_slice229-314392067757972023671963770915245700649,mouse2_slice229,-5092.60371154696,-1364.14370485134,L4/5 IT
mouse2_slice229-314413524128726661835423189813981110961,mouse2_slice229,-6623.95380714536,-1085.1700257957,Astro
mouse2_slice229-314421951581282069549115479348912039456,mouse2_slice229,-6580.22830861062,-1983.87132977955,Astro
mouse2_slice229-31448787165249959580042043910630585183,mouse2_slice229,-6061.27780589461,-1750.07900591195,Peri
mouse2_slice229-314556351118431305098225241370891774147,mouse2_slice229,-6201.04945791289,-1093.42687551901,Astro
mouse2_slice229-31459345126733194593545293254804950245,mouse2_slice229,-6021.89230721444,-1381.16735428087,Micro
mouse2_slice229-314617520860996761918089629607559193047,mouse2_slice229,-5873.86380547285,-1642.51867722496,Micro
mouse2_slice229-314706555846160061169300630027542434666,mouse2_slice229,-5795.74380809069,-1276.26450168341,L4/5 IT
mouse2_slice229-314751817132577811515756754707398612389,mouse2_slice229,-5591.72930822521,-2115.7387570627,Astro
mouse2_slice229-314893268431379278024979081826875099708,mouse2_slice229,-4762.01115922108,-1976.66150502115,Oligo
mouse2_slice229-315016883701848969225071556423008248578,mouse2_slice229,-5579.6858086288,-795.866004377604,Vip
mouse2_slice229-315134641950483867593121240076701453226,mouse2_slice229,-5486.99230503291,-1140.5310062319,L4/5 IT
mouse2_slice229-31526978687248295008335430361758979802,mouse2_slice229,-5551.90438455977,-1247.51200264692,L4/5 IT
mouse2_slice229-315334436839541899583481590599541375521,mouse2_slice229,-4846.315656396,-2244.257002756,Micro
mouse2_slice229-315386768062093618782669874410572662703,mouse2_slice229,-4537.35996004716,-1142.21818117537,L2/3 IT
mouse2_slice229-315414886425458329499817462334051367826,mouse2_slice229,-5869.74080561101,-830.911503203213,L2/3 IT
mouse2_slice229-315480710779787582758490409898416915624,mouse2_slice229,-4832.31915686503,-2060.74900220335,L6 CT
mouse2_slice229-315488960221514653324964815881193277518,mouse2_slice229,-5179.6858086288,-1376.34452944249,L4/5 IT
mouse2_slice229-315528576492715551958310027565228213248,mouse2_slice229,-5134.98381012678,-820.712503544986,PVM
mouse2_slice229-315599780636882107963890505751027583189,mouse2_slice229,-4848.14930633456,-2263.24450211972,Peri
mouse2_slice229-315665980539416020977980739999177745217,mouse2_slice229,-5478.42080532014,-976.88702942431,L2/3 IT
mouse2_slice229-31567389404961840533822272108196780739,mouse2_slice229,-6180.66230859607,-1551.28103028238,L5/6 NP
mouse2_slice229-315674312393158045382558234259960995183,mouse2_slice229,-6525.59856044129,-1732.88175648823,L6 CT
mouse2_slice229-315781239130062574454587060196559862190,mouse2_slice229,-6349.51738463975,-1657.11735173576,L6 CT
mouse2_slice229-315919291558026963936550221363552610482,mouse2_slice229,-5706.32896108702,-1281.57015150562,L4/5 IT
mouse2_slice229-316253830014716466891415990180347907157,mouse2_slice229,-4660.19280593097,-1500.04537529722,L4/5 IT
mouse2_slice229-316262626405609333443665685217123722450,mouse2_slice229,-5523.69981050491,-2189.45365459248,Oligo
mouse2_slice229-316288097656328095381585807607585313584,mouse2_slice229,-5652.05530620366,-1054.68152681738,L2/3 IT
mouse2_slice229-316324154895215628646208431923939382123,mouse2_slice229,-6101.39763625227,-1101.22802525759,L4/5 IT
mouse2_slice229-316579114356394342326956446945453785096,mouse2_slice229,-6613.75480748713,-835.696353042871,L2/3 IT
mouse2_slice229-316597621475352066653487874269620621177,mouse2_slice229,-5133.90423516296,-2109.38608227558,Astro
mouse2_slice229-316614629165281510986122592928263903788,mouse2_slice229,-5269.84930560738,-1465.69427644834,Endo
mouse2_slice229-316629828201179107527484702524711746888,mouse2_slice229,-6199.43280796707,-1296.32615101114,L5 IT
mouse2_slice229-316697617360326513903968003921469602356,mouse2_slice229,-5257.96855600551,-1625.71202778816,L5 IT
mouse2_slice229-31669959676637032236600354215971143039,mouse2_slice229,-5992.3803082034,-1090.37802562118,L2/3 IT
mouse2_slice229-316832931935393181853795416980765901728,mouse2_slice229,-6349.84830962867,-831.459428184852,Pvalb
mouse2_slice229-316876090353312161279217282718096527161,mouse2_slice229,-4824.43663212918,-2219.62207858153,L6 CT
mouse2_slice229-316907276755343938454530576666675065084,mouse2_slice229,-4761.13230925053,-1441.3360272646,L2/3 IT
mouse2_slice229-316908557538581503828843496279615655330,mouse2_slice229,-4626.66630705446,-1113.62843213342,Sncg
mouse2_slice229-316938401353620692883828335147343426322,mouse2_slice229,-4947.08155972138,-1624.07910284288,L4/5 IT
mouse2_slice229-316957124419723747978421539119195830947,mouse2_slice229,-5818.20330733806,-1566.74770476408,L5 IT
mouse2_slice229-317023917095293698428735167093078877270,mouse2_slice229,-6467.5599556841,-1087.66552571207,L4/5 IT
mouse2_slice229-317227037492527657935556172951884414927,mouse2_slice229,-4702.70506120846,-1089.4015256539,L2/3 IT
mouse2_slice229-317263380481702924755513434726495807645,mouse2_slice229,-5487.22015502527,-1601.62502859533,L5 ET
mouse2_slice229-317280456164506216302005973358347105568,mouse2_slice229,-6599.75830795616,-2041.97850283235,Astro
mouse2_slice229-317340169877296874063732665546208492214,mouse2_slice229,-5617.98630734533,-1606.61602842808,L5 ET
mouse2_slice229-317351174318291775443244785653128546788,mouse2_slice229,-5436.53980672359,-2267.25900198519,Sst
mouse2_slice229-317354767055644337478696161137049863927,mouse2_slice229,-6414.18880747259,-2007.15000399947,Oligo
mouse2_slice229-317378756954562267110038304543541601478,mouse2_slice229,-5436.75680671632,-2189.89850457758,Oligo
mouse2_slice229-317383840861610087286136545190499331983,mouse2_slice229,-6582.23555854335,-1700.52277528122,PVM
mouse2_slice229-317397657537858938096694288408845941322,mouse2_slice229,-6377.51580870152,-769.717505253851,Vip
mouse2_slice229-317425043215433120922956995995795805547,mouse2_slice229,-5907.73946103975,-1993.03957947232,Oligo
mouse2_slice229-317472876557059553727600981279127989851,mouse2_slice229,-5950.28230961412,-1616.70652808994,L5 IT
mouse2_slice229-317525401190059478964779400366981577816,mouse2_slice229,-5711.11381092668,-2017.13200366497,Oligo
mouse2_slice229-317686778260733348432350340895326428315,mouse2_slice229,-6621.13823223971,-916.940781433135,Endo
mouse2_slice229-317719221519252404539012340104206412857,mouse2_slice229,-4846.63030638546,-1922.57968183346,L5/6 NP
mouse2_slice229-317722285839349528396102341524189090683,mouse2_slice229,-5766.67665906474,-874.864851730317,L2/3 IT
mouse2_slice229-317787081795911632640089435690629161027,mouse2_slice229,-6538.99830999225,-1194.45550442487,Pvalb
mouse2_slice229-317815066166562581131269613005923437952,mouse2_slice229,-6664.74980577826,-1642.09552723914,L6 CT
mouse2_slice229-317818106157457980007847175517028936976,mouse2_slice229,-5278.80598030724,-1412.36110323556,L4/5 IT
mouse2_slice229-317838021830063245121853569776661384189,mouse2_slice229,-5125.9891604282,-2098.50700093806,L6 CT
mouse2_slice229-317843935859662978565262629093750450222,mouse2_slice229,-6461.71180588007,-2105.06582571827,Astro
mouse2_slice229-317893162953464571974260375315186646087,mouse2_slice229,-6620.91580724716,-699.058025330305,Endo
mouse2_slice229-317912548470456486657053406476393549688,mouse2_slice229,-6619.50530729443,-1565.06052982062,L6 CT
mouse2_slice229-31794333660455932185488757519995889147,mouse2_slice229,-5501.40306125209,-1552.58845523857,Lamp5
mouse2_slice229-318044039065203742863826230179608078686,mouse2_slice229,-5787.49780836701,-1565.38602980971,Endo
mouse2_slice229-318105780779999719367937104683687396138,mouse2_slice229,-4836.48555672541,-1090.920525603,L2/3 IT
mouse2_slice229-318200658584587977220295844335071479867,mouse2_slice229,-4870.50030558556,-1948.8746559523,L5 IT
mouse2_slice229-318250851245416727098665431436908527404,mouse2_slice229,-5277.98680533469,-1263.23365212008,L4/5 IT
mouse2_slice229-318319048076662448984702901474352169788,mouse2_slice229,-6253.1403061673,-1576.77852942795,Pvalb
mouse2_slice229-318401237450643505385542827044739448573,mouse2_slice229,-5096.41206141934,-1757.02300567925,L5 ET
mouse2_slice229-318432870132725099158939213758547055605,mouse2_slice229,-5396.06930807978,-2096.8795009926,L6b
mouse2_slice229-318512263914909265426488152236803139112,mouse2_slice229,-4724.67631047219,-1512.56627487764,Micro
mouse2_slice229-318583943416416250125248789865397307681,mouse2_slice229,-5412.50705752894,-1051.31802693009,Oligo
mouse2_slice229-318652660065647842645421311598699143404,mouse2_slice229,-5152.4523095414,-1338.57568070814,Endo
mouse2_slice229-318752159617175011349264225409991304889,mouse2_slice229,-4590.54123326503,-1269.6460019052,L2/3 IT
mouse2_slice229-318764578003280884892665550658865703790,mouse2_slice229,-5550.06530962139,-1805.42485405728,L5 IT
mouse2_slice229-318788000553850863487067513448657534563,mouse2_slice229,-6492.18056156114,-1144.97950608283,Astro
mouse2_slice229-318822394899813839284944595519089875009,mouse2_slice229,-4686.48973675184,-1061.68520158269,Astro
mouse2_slice229-318831316847798340865068852882864800990,mouse2_slice229,-5734.99466012642,-1485.92952577025,L5 ET
mouse2_slice229-318850366748274533555393146363875546508,mouse2_slice229,-6243.4241314929,-943.848780531436,L2/3 IT
mouse2_slice229-318867629360003243893235616647693158576,mouse2_slice229,-4843.92323147617,-1545.74753046781,L4/5 IT
mouse2_slice229-318904740400576696114703939095286192330,mouse2_slice229,-4856.1783060655,-2451.09005486742,L6b
mouse2_slice229-318908110071312034495232673458309292275,mouse2_slice229,-5749.62588463612,-1636.23652743548,L5/6 NP
mouse2_slice229-318956745919465952711396722593837504741,mouse2_slice229,-6427.31730703264,-1859.23000225425,Astro
mouse2_slice229-319006315952628933473713737640795836568,mouse2_slice229,-5002.79630785435,-1069.98002630472,Endo
mouse2_slice229-319202189087584232461677599717986881634,mouse2_slice229,-5204.64623279236,-2163.42450546473,L6 IT
mouse2_slice229-319233290759763882716457201652488113179,mouse2_slice229,-5820.48180726171,-689.933175636083,Astro
mouse2_slice229-319312521772897436731860719457494193393,mouse2_slice229,-6014.4003824655,-1818.4231536217,L6 CT
mouse2_slice229-319318382471943632411039177935345114624,mouse2_slice229,-6672.56180551648,-1841.00200286508,Oligo
mouse2_slice229-319332842236082731537240576155928497766,mouse2_slice229,-4501.98896123245,-1317.21203142405,L2/3 IT
mouse2_slice229-319425167975108815431159864078222856161,mouse2_slice229,-4999.3243079707,-1414.87287815139,L4/5 IT
mouse2_slice229-319467766620375983747507031877298209102,mouse2_slice229,-4819.07130730897,-2160.70115555599,L6 CT
mouse2_slice229-319574388530427463583886833821304039605,mouse2_slice229,-5537.42506004497,-2030.85725320503,L6 CT
mouse2_slice229-319640874342925272527407803793929564024,mouse2_slice229,-5992.28265820667,-1485.38702578843,L5 IT
mouse2_slice229-319673093883795281843383376243760349026,mouse2_slice229,-4942.03630989045,-1781.54400485754,Endo
mouse2_slice229-319729374655958563028116354519540161280,mouse2_slice229,-5076.68480537832,-2361.81625785902,Oligo
mouse2_slice229-319729379903256371862297481350095825652,mouse2_slice229,-5855.64665608332,-1257.49400231242,L4/5 IT
mouse2_slice229-319735708428698742452863954160111160608,mouse2_slice229,-6590.25913327448,-1111.99008218832,L5 ET
mouse2_slice229-319787199675704107529984915812062751680,mouse2_slice229,-6574.24995881095,-760.267155570537,L2/3 IT
mouse2_slice229-319830548154305825179080497342685936815,mouse2_slice229,-6415.27923243605,-2073.98600175977,Oligo
mouse2_slice229-319851796299163499705640790133098075051,mouse2_slice229,-6385.4363084361,-1554.31903018057,Pvalb
mouse2_slice229-319885426829823677049595069146427775685,mouse2_slice229,-5418.68613232188,-1927.8365066573,Oligo
mouse2_slice229-319957816186272957346904986166106369101,mouse2_slice229,-6371.77615889385,-2031.5625031814,Oligo
mouse2_slice229-320058542654522534412643125876582097929,mouse2_slice229,-5324.67631047219,-1208.00715397075,Endo
mouse2_slice229-32014747075652241870099321392808214670,mouse2_slice229,-6672.88730550557,-1566.62835476808,L6 IT
mouse2_slice229-320174689442898625119220164624042532706,mouse2_slice229,-5584.67680846155,-957.465530075133,L2/3 IT
mouse2_slice229-320228280099909056471598389548232753534,mouse2_slice229,-4870.93430557102,-1028.09902770817,L2/3 IT
mouse2_slice229-320239855734573006010488034724838468638,mouse2_slice229,-6015.27380743623,-1970.36850523204,VLMC
mouse2_slice229-32030907851983482270340877940535939751,mouse2_slice229,-6676.7390553765,-766.78800535202,L2/3 IT
mouse2_slice229-320315133639282118565117734189497099090,mouse2_slice229,-6029.05873197429,-948.894030362368,L2/3 IT
mouse2_slice229-32033028838671714927078712052607898770,mouse2_slice229,-4691.14438659586,-1436.12802743912,L2/3 IT
mouse2_slice229-320338604816350724510946341786248432676,mouse2_slice229,-5598.46715799943,-1596.85102875531,Peri
mouse2_slice229-320489791305757244802257264880966170962,mouse2_slice229,-5759.83030929416,-1228.69267827757,L4/5 IT
mouse2_slice229-320617749288926480798289506911855783779,mouse2_slice229,-6200.74565792307,-1688.09952569753,Endo
mouse2_slice229-320685672810272806686254133785919642924,mouse2_slice229,-5805.56848276146,-1911.46385720596,L6 CT
mouse2_slice229-320694191482142100677877123961182737241,mouse2_slice229,-5662.47130585462,-2047.94600263238,L6 CT
mouse2_slice229-320706508015101704074317845724150229470,mouse2_slice229,-6390.31880827248,-2114.01165041849,Astro
mouse2_slice229-320748865707387115444960677195511000102,mouse2_slice229,-6537.25146005079,-754.744505755603,L2/3 IT
mouse2_slice229-32077483022778536190487681848502432767,mouse2_slice229,-4788.57738333084,-1357.85070506223,L4/5 IT
mouse2_slice229-320815493837271444993011665823766553871,mouse2_slice229,-5398.7872329887,-2065.63150203973,L6 CT
mouse2_slice229-320897472598700277739882311021606441912,mouse2_slice229,-5396.17780807614,-968.532529704273,L2/3 IT
mouse2_slice229-3209836069137898397047026548872436814,mouse2_slice229,-5628.51080699265,-1668.03245136999,L5 IT
mouse2_slice229-321034140046139688742729473795480154742,mouse2_slice229,-6445.22523143254,-1820.16457856335,Endo
mouse2_slice229-321052136128832010285418341524163402492,mouse2_slice229,-6268.11330566555,-666.725026413798,Peri
mouse2_slice229-321111731839182196246827126870428888467,mouse2_slice229,-6676.90180537105,-1397.82752872258,L5 ET
mouse2_slice229-321180150617929121129202741540453827330,mouse2_slice229,-5779.25180864334,-2090.27185121402,Micro
mouse2_slice229-321204361186124357729785514154821328511,mouse2_slice229,-5701.98896123245,-872.141501821578,L2/3 IT
mouse2_slice229-321249580294367875288261665665139649750,mouse2_slice229,-5578.17765867934,-1547.592030406,L5 ET
mouse2_slice229-321383264399404750917091365987334553966,mouse2_slice229,-6486.04488676675,-1248.92250259966,L5/6 NP
mouse2_slice229-321433221986892760845593156430350892278,mouse2_slice229,-5222.70605718717,-1221.5805035159,Endo
mouse2_slice229-321455301717983912443854775407008916332,mouse2_slice229,-5890.14965492711,-1218.64015361443,L4/5 IT
mouse2_slice229-321551860345952096367561380094783023246,mouse2_slice229,-6247.60680635273,-615.947028115392,Astro
mouse2_slice229-321629651834828246846963714347688101958,mouse2_slice229,-6076.69565537795,-845.873652701825,L2/3 IT
mouse2_slice229-321724943728652643100284128257849390964,mouse2_slice229,-5114.26031082124,-2220.27850355953,L6 CT
